#{"t_start": 1620543574.1729548, "env_id": "binary_ctrl-narrow-v0"}
r,l,t
49.0,779,21.068861
50.0,395,32.192336
0.0,1,32.202588
47.0,345,41.436539
42.0,218,48.569287
0.0,1,48.589049
21.0,198,55.49621
55.0,251,63.148339
51.0,226,69.226556
72.0,226,76.730916
0.0,1,76.745825
68.0,197,83.846217
75.0,218,89.862995
28.0,159,96.013096
0.0,1,96.027536
1.0,65,97.453169
73.0,223,104.912308
43.0,208,110.730492
61.0,241,118.993693
60.0,231,129.618507
65.0,221,138.375211
12.0,183,143.781839
43.0,219,151.388226
8.0,61,154.266657
0.0,80,155.902534
69.0,217,163.583929
39.0,216,171.087697
60.0,241,177.468524
54.0,227,185.16217
58.0,233,192.92024
1.0,211,199.982174
2.0,215,205.769531
50.0,243,213.430665
53.0,209,220.514867
16.0,428,233.013402
36.0,953,261.136389
9.0,229,266.453402
68.0,241,273.494453
29.0,455,287.089166
0.0,1,287.105061
0.0,1,287.129472
5.0,1102,319.194002
72.0,231,324.790419
0.0,1,324.800842
9.0,887,351.887101
38.0,374,364.300016
49.0,231,371.105414
17.0,45,371.865619
49.0,231,378.823859
63.0,244,386.409241
6.0,261,394.220127
73.0,225,401.220327
0.0,1,401.232424
48.0,217,408.072625
2.0,846,431.658267
0.0,1,431.676292
